DriverNumber,Driver,Team,GridPosition,Q1_time,Q2_time,Q3_time,Best_Quali_Time,FP1_AvgLapTime,FP1_StdLapTime,FP1_BestLapTime,FP1_LapCount,FP1_AvgSpeedI1,FP1_AvgSpeedI2,FP1_AvgSpeedFL,FP1_AvgSpeedST,FP2_AvgLapTime,FP2_StdLapTime,FP2_BestLapTime,FP2_LapCount,FP2_AvgSpeedI1,FP2_AvgSpeedI2,FP2_AvgSpeedFL,FP2_AvgSpeedST,FP3_AvgLapTime,FP3_StdLapTime,FP3_BestLapTime,FP3_LapCount,FP3_AvgSpeedI1,FP3_AvgSpeedI2,FP3_AvgSpeedFL,FP3_AvgSpeedST,RacePosition,RaceTime,Status,Year,Event
1,VER,Red Bull Racing,1.0,90.031,89.374,89.179,89.179,107.957133,18.665004,93.238,15,217.85714285714286,243.4,246.83333333333334,263.7142857142857,102.49319,13.762315,90.851,21,217.76470588235293,248.52380952380952,261.77777777777777,268.6470588235294,114.325833,19.078257,91.062,12,191.41666666666666,221.08333333333334,251.11111111111111,236.83333333333334,1.0,5504.742,Finished,2024,Bahrain Grand Prix
16,LEC,Ferrari,2.0,90.243,89.165,89.407,89.165,109.744,16.984436,93.268,19,212.94736842105263,211.52631578947367,264.6,287.47058823529414,107.856863,18.152514,91.113,22,210.95238095238096,228.6818181818182,260.05555555555554,274.04761904761904,116.958642,24.885305,91.094,14,198.64285714285714,217.5,261.9,265.57142857142856,4.0,39.669,Finished,2024,Bahrain Grand Prix
63,RUS,Mercedes,3.0,90.35,89.922,89.485,89.485,110.2817,19.378515,93.251,20,203.21052631578948,219.85,263.6111111111111,277.35,106.592944,19.931599,90.58,18,214.0,229.61111111111111,276.6666666666667,278.5882352941176,113.240571,21.480968,91.19,7,211.28571428571428,226.57142857142858,283.0,246.71428571428572,5.0,46.788,Finished,2024,Bahrain Grand Prix
55,SAI,Ferrari,4.0,89.909,89.573,89.507,89.507,109.88185,16.987946,93.385,20,202.3684210526316,215.95,262.8,271.45,108.663,18.106417,90.769,21,210.88888888888889,226.38095238095238,261.8125,262.25,112.046076,21.137804,90.824,13,210.23076923076923,221.15384615384616,238.11111111111111,244.53846153846155,3.0,25.11,Finished,2024,Bahrain Grand Prix
11,PER,Red Bull Racing,5.0,90.221,89.932,89.537,89.537,112.015777,21.985955,93.413,18,201.5,234.44444444444446,267.7692307692308,253.8235294117647,104.155,15.511067,91.115,22,216.88888888888889,245.95454545454547,262.94444444444446,282.8181818181818,119.938636,23.459825,91.248,11,197.2,220.9090909090909,251.71428571428572,238.45454545454547,2.0,22.457,Finished,2024,Bahrain Grand Prix
14,ALO,Aston Martin,6.0,90.179,89.801,89.542,89.542,111.927642,19.573737,93.193,14,206.14285714285714,210.42857142857142,260.45454545454544,266.3076923076923,105.022111,16.353707,90.66,18,219.47058823529412,226.83333333333334,257.2142857142857,266.2307692307692,112.659357,19.515299,90.965,14,208.0,219.92857142857142,256.3636363636364,251.23076923076923,9.0,74.887,Finished,2024,Bahrain Grand Prix
4,NOR,McLaren,7.0,90.143,89.941,89.614,89.614,108.82875,18.663145,92.901,20,209.31578947368422,235.0,257.8125,277.9,105.583272,15.765409,92.608,22,215.85714285714286,236.86363636363637,262.5,279.55,109.53425,15.47679,91.118,8,201.875,226.0,226.75,263.875,6.0,48.458,Finished,2024,Bahrain Grand Prix
81,PIA,McLaren,8.0,90.531,90.122,89.683,89.683,107.44538,18.052683,93.113,21,207.0,242.14285714285714,262.27777777777777,278.55,103.818166,14.674903,90.784,24,221.85714285714286,244.75,268.45,284.0,112.543333,17.028581,91.21,9,207.66666666666666,228.22222222222223,237.6,274.8888888888889,8.0,56.082,Finished,2024,Bahrain Grand Prix
44,HAM,Mercedes,9.0,90.451,89.718,89.71,89.71,108.4525,15.763665,93.302,18,202.06666666666666,233.55555555555554,258.2307692307692,270.52941176470586,101.43305,12.036127,90.374,20,220.42105263157896,239.7,260.88235294117646,288.27777777777777,105.906,17.357139,91.452,15,220.0,233.73333333333332,253.3,276.64285714285717,7.0,50.324,Finished,2024,Bahrain Grand Prix
27,HUL,Haas F1 Team,10.0,90.566,89.851,90.502,89.851,102.024043,9.340777,97.938,23,225.77777777777777,240.3913043478261,262.6842105263158,280.1904761904762,104.047368,15.965646,90.884,19,220.83333333333334,240.1578947368421,263.375,284.6,118.713545,20.334854,91.278,11,195.9090909090909,199.36363636363637,236.44444444444446,248.72727272727272,16.0,17.632,Lapped,2024,Bahrain Grand Prix
22,TSU,RB,11.0,90.481,90.129,,90.129,111.11895,19.437815,93.183,20,196.88888888888889,226.6,263.1764705882353,272.7368421052632,106.52148,16.545364,91.881,25,208.57142857142858,239.36,268.1363636363636,287.8636363636364,114.1923,21.050444,91.631,10,209.4,235.4,251.57142857142858,263.9,14.0,9.482,Lapped,2024,Bahrain Grand Prix
18,STR,Aston Martin,12.0,89.965,90.2,,89.965,109.100071,17.174319,93.868,14,204.85714285714286,236.07142857142858,255.0909090909091,269.92857142857144,105.804863,16.895982,90.891,22,209.38095238095238,220.4090909090909,263.05,277.1904761904762,111.467923,20.183081,91.396,13,210.76923076923077,224.30769230769232,253.44444444444446,268.7692307692308,10.0,93.216,Finished,2024,Bahrain Grand Prix
23,ALB,Williams,13.0,90.397,90.221,,90.221,113.341214,19.124703,93.583,14,190.35714285714286,205.14285714285714,275.75,251.5,106.156136,14.615537,91.333,22,205.11111111111111,234.45454545454547,263.2352941176471,275.3809523809524,120.213636,23.354379,91.965,11,172.36363636363637,216.1818181818182,243.625,250.27272727272728,15.0,11.886,Lapped,2024,Bahrain Grand Prix
3,RIC,RB,14.0,90.562,90.278,,90.278,111.430105,19.785057,92.869,19,206.06666666666666,230.21052631578948,253.93333333333334,261.0,104.961086,14.409176,91.516,23,215.8,235.3913043478261,263.05,274.0,118.8908,20.68184,91.449,10,205.9,223.7,219.33333333333334,250.7,13.0,8.958,Lapped,2024,Bahrain Grand Prix
20,MAG,Haas F1 Team,15.0,90.646,90.529,,90.529,102.3465,11.368917,97.477,22,228.10526315789474,247.4090909090909,262.6,285.95,105.180454,16.159715,91.764,22,215.57894736842104,240.0909090909091,265.45,275.72222222222223,108.89825,18.94367,91.671,16,219.13333333333333,237.4375,254.08333333333334,285.875,12.0,8.316,Lapped,2024,Bahrain Grand Prix
77,BOT,Kick Sauber,16.0,90.756,,,90.756,113.036875,18.75132,93.354,16,204.75,231.6875,251.6153846153846,264.0,105.441619,14.793414,92.001,21,224.05263157894737,233.0952380952381,262.4117647058824,268.6842105263158,115.399909,20.960988,92.096,11,199.9090909090909,226.0,236.0,248.36363636363637,19.0,83.23,Lapped,2024,Bahrain Grand Prix
24,ZHO,Kick Sauber,17.0,90.757,,,90.757,112.3815,18.173012,93.923,10,199.22222222222223,238.2,245.71428571428572,277.2,107.394391,18.720015,92.048,23,222.04761904761904,238.1304347826087,261.42105263157896,281.0952380952381,115.773416,21.218169,92.0,12,204.83333333333334,228.33333333333334,249.83333333333334,259.6666666666667,11.0,6.759,Lapped,2024,Bahrain Grand Prix
2,SAR,Williams,18.0,90.77,,,90.77,109.606176,17.229539,94.213,17,208.6875,240.8235294117647,260.07142857142856,285.52941176470586,107.654,17.712935,91.715,22,205.42105263157896,238.1818181818182,266.5,288.85714285714283,119.679615,21.302607,92.125,13,181.92307692307693,220.92307692307693,251.14285714285714,256.3076923076923,20.0,20.795,Lapped,2024,Bahrain Grand Prix
31,OCO,Alpine,19.0,90.793,,,90.793,111.794733,20.016978,94.807,15,203.42857142857142,224.26666666666668,256.25,275.5,109.318761,19.252573,92.027,21,204.15,233.85714285714286,256.72222222222223,267.6666666666667,115.840428,23.11405,92.124,7,194.0,218.0,218.0,248.57142857142858,17.0,31.45,Lapped,2024,Bahrain Grand Prix
10,GAS,Alpine,20.0,90.948,,,90.948,112.18005,18.645235,95.144,20,203.05263157894737,226.9,259.375,274.0,109.341818,17.865647,91.951,22,203.23809523809524,228.8181818181818,254.42105263157896,269.76190476190476,113.0201,20.110057,92.382,10,208.8,226.0,238.375,262.5,18.0,32.417,Lapped,2024,Bahrain Grand Prix
1,VER,Red Bull Racing,1.0,88.171,88.033,87.472,87.472,107.889578,21.579035,89.659,19.0,248.11764705882354,289.89473684210526,279.1764705882353,291.5263157894737,105.030363,19.364411,89.158,22.0,265.3809523809524,288.27272727272725,296.72222222222223,297.3181818181818,113.6347,24.709737,88.412,10.0,257.8,286.6,263.125,272.3,1.0,4843.273,Finished,2024,Saudi Arabian Grand Prix
16,LEC,Ferrari,2.0,88.318,88.112,87.791,87.791,102.005625,17.074107,90.03,16.0,275.5625,293.9375,270.9166666666667,302.8125,102.049105,15.606773,89.18,19.0,271.05263157894734,287.2105263157895,275.0,296.8421052631579,110.142454,23.016554,88.608,11.0,259.1818181818182,270.6363636363636,261.375,278.72727272727275,3.0,18.639,Finished,2024,Saudi Arabian Grand Prix
11,PER,Red Bull Racing,3.0,88.638,88.467,87.807,87.807,111.325473,23.38088,89.868,19.0,260.55555555555554,294.7368421052632,281.4,297.57894736842104,101.264956,15.49605,89.3,23.0,271.5217391304348,296.30434782608694,296.7894736842105,308.17391304347825,106.627428,23.176803,88.906,7.0,259.7142857142857,296.14285714285717,303.0,313.7142857142857,2.0,13.643,Finished,2024,Saudi Arabian Grand Prix
14,ALO,Aston Martin,4.0,88.706,88.122,87.846,87.846,103.086904,13.670598,89.845,21.0,264.6190476190476,285.76190476190476,288.8333333333333,300.9047619047619,104.18116,16.066066,88.827,25.0,272.35,289.28,284.54545454545456,294.04,114.987363,20.991611,89.038,11.0,243.54545454545453,253.45454545454547,260.5,273.0,5.0,35.759,Finished,2024,Saudi Arabian Grand Prix
81,PIA,McLaren,5.0,88.755,88.343,88.089,88.089,105.882052,16.621513,90.977,19.0,260.94444444444446,288.6842105263158,275.53333333333336,277.36842105263156,104.573478,14.901224,89.594,23.0,253.8095238095238,292.3478260869565,283.94444444444446,290.9130434782609,107.4145,18.705813,89.213,8.0,267.625,294.375,264.1666666666667,281.125,4.0,32.007,Finished,2024,Saudi Arabian Grand Prix
4,NOR,McLaren,6.0,88.805,88.479,88.132,88.132,107.197863,20.261677,90.231,22.0,251.9,279.45454545454544,275.3888888888889,278.5,106.680555,19.417689,89.758,18.0,261.1333333333333,276.1666666666667,280.2857142857143,273.55555555555554,111.817428,26.073647,88.971,7.0,259.0,264.7142857142857,253.2,284.42857142857144,8.0,45.708,Finished,2024,Saudi Arabian Grand Prix
63,RUS,Mercedes,7.0,88.749,88.448,88.316,88.316,105.369588,18.60505,89.939,17.0,264.8125,289.94117647058823,294.07142857142856,294.1764705882353,107.574111,18.454832,89.057,18.0,262.6470588235294,276.44444444444446,299.61538461538464,284.05555555555554,106.26225,18.394845,88.964,12.0,268.27272727272725,293.8333333333333,278.6,301.5,6.0,39.936,Finished,2024,Saudi Arabian Grand Prix
44,HAM,Mercedes,8.0,88.994,88.606,88.46,88.46,102.472153,15.453183,90.236,13.0,272.53846153846155,303.6923076923077,270.5,308.3076923076923,104.145642,15.855139,89.504,14.0,275.3076923076923,273.2857142857143,275.3636363636364,286.07142857142856,101.445428,15.988508,89.268,14.0,272.53846153846155,293.2142857142857,274.25,301.0,9.0,47.391,Finished,2024,Saudi Arabian Grand Prix
22,TSU,RB,9.0,88.988,88.564,88.547,88.547,114.547619,22.087596,91.036,21.0,233.42857142857142,279.42857142857144,284.7368421052632,301.23809523809524,103.724304,16.6781,89.666,23.0,262.1578947368421,298.69565217391306,281.85,300.0,111.941538,21.023258,89.572,13.0,258.3076923076923,281.84615384615387,264.8,290.61538461538464,15.0,10.533,Lapped,2024,Saudi Arabian Grand Prix
18,STR,Aston Martin,10.0,88.25,88.578,88.572,88.25,108.321266,19.676213,90.58,15.0,267.0769230769231,285.93333333333334,278.4166666666667,294.4,105.094173,17.248965,89.336,23.0,274.40909090909093,285.8695652173913,281.2105263157895,282.8695652173913,116.629909,22.40406,89.127,11.0,244.0,262.3636363636364,264.75,265.3636363636364,19.0,,Retired,2024,Saudi Arabian Grand Prix
38,BEA,Ferrari,11.0,88.984,88.642,,88.642,,,,,,,,,,,,,,,,,104.521578,16.717533,89.306,19.0,266.75,283.57894736842104,276.9375,299.3157894736842,7.0,42.679,Finished,2024,Saudi Arabian Grand Prix
23,ALB,Williams,12.0,89.107,88.98,,88.98,108.990409,19.069954,90.747,22.0,253.21052631578948,264.77272727272725,281.57894736842104,290.90909090909093,104.114416,16.672792,89.789,24.0,264.45454545454544,291.125,283.3333333333333,295.4166666666667,115.810777,25.668256,89.808,9.0,246.22222222222223,256.22222222222223,255.85714285714286,269.44444444444446,11.0,88.354,Finished,2024,Saudi Arabian Grand Prix
20,MAG,Haas F1 Team,13.0,89.069,89.02,,89.02,105.006307,18.337802,91.577,13.0,259.6923076923077,299.3076923076923,271.2,308.2307692307692,101.785263,15.931319,89.985,19.0,262.6470588235294,283.2631578947368,278.875,299.36842105263156,114.474333,19.21774,89.485,9.0,248.0,293.22222222222223,255.16666666666666,295.1111111111111,12.0,105.737,Finished,2024,Saudi Arabian Grand Prix
3,RIC,RB,14.0,89.065,89.025,,89.025,111.2235,18.723732,90.917,22.0,247.04545454545453,269.1363636363636,276.6111111111111,294.59090909090907,106.97775,17.943455,90.088,24.0,257.95652173913044,282.0416666666667,278.5238095238095,279.875,115.316153,19.552916,89.74,13.0,243.07692307692307,285.0,261.6666666666667,283.0,16.0,20.715,Lapped,2024,Saudi Arabian Grand Prix
27,HUL,Haas F1 Team,15.0,89.055,,,89.055,110.909312,21.845215,91.411,16.0,247.6875,282.9375,275.5,283.25,102.336476,14.300464999999999,90.077,21.0,261.55555555555554,290.7142857142857,282.3157894736842,288.3333333333333,115.186222,20.904483,89.675,9.0,235.66666666666666,265.6666666666667,254.5,293.6666666666667,10.0,76.996,Finished,2024,Saudi Arabian Grand Prix
77,BOT,Kick Sauber,16.0,89.179,,,89.179,105.955333,16.42245,90.783,21.0,261.23809523809524,285.42857142857144,275.0,295.0,109.320217,18.370771,90.153,23.0,260.2173913043478,278.17391304347825,281.95,290.82608695652175,107.8115,19.915351,90.083,16.0,258.9375,291.125,271.53846153846155,288.1875,17.0,23.115,Lapped,2024,Saudi Arabian Grand Prix
31,OCO,Alpine,17.0,89.475,,,89.475,111.630375,20.861346,90.945,24.0,240.75,276.2916666666667,275.9,282.0833333333333,108.788541,21.282338,89.901,24.0,244.04545454545453,276.375,285.42857142857144,272.7083333333333,113.806454,22.198077,89.575,11.0,246.0909090909091,266.27272727272725,273.625,279.90909090909093,13.0,4.001,Lapped,2024,Saudi Arabian Grand Prix
10,GAS,Alpine,18.0,89.479,,,89.479,109.626142,19.798675,91.046,21.0,246.73684210526315,274.7142857142857,278.1666666666667,297.3333333333333,107.005538,19.411413,89.528,26.0,250.33333333333334,286.7692307692308,284.95652173913044,291.65384615384613,110.061,19.374362,89.546,10.0,243.2,288.0,272.57142857142856,285.6,20.0,,Retired,2024,Saudi Arabian Grand Prix
2,SAR,Williams,19.0,89.526,,,89.526,103.2,15.682638,90.966,21.0,269.0952380952381,289.6666666666667,293.36842105263156,296.23809523809524,103.269095,14.971256,89.934,21.0,255.94736842105263,287.9047619047619,296.57894736842104,294.3333333333333,147.994,,147.994,1.0,286.0,325.0,,89.0,14.0,6.785,Lapped,2024,Saudi Arabian Grand Prix
24,ZHO,Kick Sauber,20.0,,,,,108.828833,20.643698,91.131,18.0,249.5,286.6666666666667,274.53333333333336,283.1666666666667,107.469347,21.184271,89.777,23.0,238.1904761904762,290.8695652173913,280.85,290.7391304347826,117.729777,25.614851,90.739,9.0,227.0,278.8888888888889,296.14285714285717,290.1111111111111,18.0,29.553,Lapped,2024,Saudi Arabian Grand Prix
1,VER,Red Bull Racing,1.0,76.819,76.387,75.915,75.915,103.2625,20.124652,78.582,16,253.6875,270.9375,287.3076923076923,243.3125,97.319166,19.821901,77.658,18.0,258.8888888888889,273.8888888888889,287.2352941176471,261.1111111111111,93.77028,18.325291,76.734,25.0,252.79166666666666,277.96,284.8,264.875,19.0,,Retired,2024,Australian Grand Prix
55,SAI,Ferrari,2.0,76.731,76.189,76.185,76.185,106.368333,28.148642,78.686,15,251.84615384615384,265.3333333333333,286.7692307692308,245.57142857142858,98.941772,25.282558,77.707,22.0,237.38095238095238,272.5,286.42857142857144,259.1818181818182,98.371062,25.398322,76.791,16.0,244.5625,275.875,297.6666666666667,246.26666666666668,1.0,4826.843,Finished,2024,Australian Grand Prix
11,PER,Red Bull Racing,3.0,76.805,76.631,76.274,76.274,105.90955,24.655248,78.642,20,233.4,261.55,280.7368421052632,239.75,94.332071,19.503959000000002,78.09,28.0,241.56,273.7857142857143,288.6923076923077,273.037037037037,96.56756,22.329884,77.014,25.0,245.72,277.52,288.3478260869565,273.8,5.0,56.309,Finished,2024,Australian Grand Prix
4,NOR,McLaren,4.0,77.43,76.75,76.315,76.315,98.280894,20.836428,78.564,19,262.7368421052632,283.63157894736844,286.3888888888889,266.8333333333333,92.962315,16.640565,78.155,19.0,258.42105263157896,284.3157894736842,279.63157894736844,268.2631578947368,96.091277,18.954851,77.49,18.0,249.72222222222223,263.1111111111111,275.05882352941177,261.8333333333333,3.0,5.904,Finished,2024,Australian Grand Prix
16,LEC,Ferrari,5.0,76.984,76.304,76.435,76.304,100.472166,24.184629,78.599,18,239.38888888888889,273.8888888888889,285.05882352941177,266.3529411764706,98.340521,21.575296,77.277,23.0,240.95454545454547,272.04347826086956,276.6363636363636,261.0952380952381,103.341055,22.053447,76.714,18.0,234.5,250.5,293.94117647058823,265.22222222222223,2.0,2.366,Finished,2024,Australian Grand Prix
81,PIA,McLaren,6.0,77.369,76.601,76.572,76.572,97.010772,18.332273,78.918,22,250.95454545454547,284.77272727272725,282.57142857142856,268.14285714285717,88.33448,11.681431,78.077,25.0,266.23809523809524,295.12,292.5,277.17391304347825,94.932571,18.955432,77.087,14.0,257.5,289.85714285714283,279.15384615384613,260.35714285714283,4.0,35.77,Finished,2024,Australian Grand Prix
63,RUS,Mercedes,7.0,77.062,76.901,76.724,76.724,94.295125,17.327931,78.597,16,258.8125,284.625,293.5625,256.5625,95.489476,17.252784,77.951,21.0,241.0952380952381,268.0,276.6666666666667,275.85,103.12265,19.702486,76.886,20.0,231.6,261.4,267.7,250.55,17.0,,Retired,2024,Australian Grand Prix
22,TSU,RB,8.0,77.356,76.791,76.788,76.788,100.809304,20.594339,78.621,23,224.66666666666666,270.5652173913044,270.7391304347826,255.91304347826087,98.027913,21.967911,78.188,23.0,233.4,277.2173913043478,275.7391304347826,248.8095238095238,105.786,21.388036,77.673,17.0,212.35294117647058,248.11764705882354,255.4,236.1764705882353,7.0,95.601,Finished,2024,Australian Grand Prix
18,STR,Aston Martin,9.0,77.376,76.78,77.072,76.78,94.36495,20.253464,78.667,20,241.68421052631578,285.8,297.75,275.6842105263158,92.54196,16.726579,77.822,25.0,251.7391304347826,280.6,293.125,277.04,99.197166,21.634264,77.341,18.0,250.33333333333334,281.3333333333333,289.53333333333336,251.27777777777777,6.0,93.222,Finished,2024,Australian Grand Prix
14,ALO,Aston Martin,10.0,76.991,76.71,77.552,76.71,96.53125,15.345363,79.716,12,263.0,278.5833333333333,298.1818181818182,272.4166666666667,92.425178,16.831492,77.912,28.0,259.52,279.32142857142856,280.14814814814815,269.16,100.397437,22.316768,76.997,16.0,252.875,288.875,287.38461538461536,249.0625,8.0,100.992,Finished,2024,Australian Grand Prix
44,HAM,Mercedes,11.0,77.499,76.96,,76.96,101.378812,24.629118,78.771,16,253.4,265.5625,285.3125,260.7692307692308,101.17,20.609293,78.834,18.0,234.35294117647058,254.94444444444446,293.27777777777777,274.3888888888889,100.639733,21.843890000000002,76.806,15.0,224.33333333333334,281.93333333333334,286.8,241.73333333333332,18.0,,Retired,2024,Australian Grand Prix
23,ALB,Williams,12.0,77.13,77.167,,77.13,97.169555,16.797032,79.443,9,239.66666666666666,263.3333333333333,298.44444444444446,265.55555555555554,,,,,,,,,98.8469,18.149248,77.759,20.0,248.3,269.5,283.42105263157896,265.5263157894737,11.0,5.009,Lapped,2024,Australian Grand Prix
77,BOT,Kick Sauber,13.0,77.543,77.34,,77.34,97.655125,19.883041,80.014,16,247.2,285.0625,275.875,239.5,92.629,14.648902,78.585,28.0,251.8846153846154,284.64285714285717,279.15384615384613,263.5416666666667,101.331062,20.185895,77.752,16.0,253.3125,286.0,279.07142857142856,245.4375,14.0,42.326,Lapped,2024,Australian Grand Prix
20,MAG,Haas F1 Team,14.0,77.709,77.427,,77.427,100.568444,23.579933,79.489,18,244.38888888888889,280.1111111111111,277.3333333333333,271.55555555555554,94.763714,16.2465,79.275,28.0,248.70833333333334,282.39285714285717,283.0,275.88,100.553066,17.204248,77.961,15.0,232.86666666666667,269.6666666666667,278.42857142857144,249.53333333333333,10.0,4.081,Lapped,2024,Australian Grand Prix
31,OCO,Alpine,15.0,77.617,77.697,,77.617,98.959571,18.349273,79.561,21,240.6,270.95238095238096,283.75,254.1904761904762,92.434321,14.769694,78.705,28.0,250.76,282.2142857142857,294.17857142857144,277.6,96.499312,17.511533,77.92,16.0,243.8125,277.625,286.625,267.1875,16.0,53.979,Lapped,2024,Australian Grand Prix
27,HUL,Haas F1 Team,16.0,77.976,,,77.976,96.399705,18.964556,79.604,17,246.75,280.7647058823529,278.375,275.2352941176471,93.709416,15.754915,78.702,24.0,253.9090909090909,280.5833333333333,274.8636363636364,268.04761904761904,100.477071,18.282457,77.941,14.0,235.28571428571428,257.14285714285717,273.53846153846155,261.46153846153845,9.0,104.553,Finished,2024,Australian Grand Prix
10,GAS,Alpine,17.0,77.982,,,77.982,97.282,18.481212,79.622,22,247.86363636363637,286.1818181818182,292.90909090909093,275.6,91.728965,14.496728,78.691,29.0,252.25925925925927,291.62068965517244,296.67857142857144,280.07142857142856,94.866625,15.757491,78.39,16.0,238.4,292.5,296.5,274.0625,13.0,40.953,Lapped,2024,Australian Grand Prix
3,RIC,RB,18.0,78.085,,,78.085,104.974181,23.85871,79.274,22,234.95454545454547,269.1363636363636,284.3809523809524,266.95454545454544,95.560884,19.15776,78.534,26.0,250.08695652173913,278.0,276.7692307692308,266.6666666666667,99.6605,20.351222,77.963,18.0,243.72222222222223,269.3333333333333,275.1875,261.3333333333333,12.0,11.508,Lapped,2024,Australian Grand Prix
24,ZHO,Kick Sauber,19.0,78.188,,,78.188,102.42825,21.675305,79.989,20,248.8,285.95,279.47058823529414,235.05,96.508068,19.046086,78.421,29.0,255.2,284.41379310344826,280.1111111111111,256.51851851851853,108.835733,25.243608,77.876,15.0,240.26666666666668,267.8,272.9166666666667,226.46666666666667,15.0,44.293,Lapped,2024,Australian Grand Prix
1,VER,Red Bull Racing,1.0,88.866,88.74,88.197,88.197,106.88623,20.507591,90.056,13.0,259.2307692307692,275.2307692307692,234.5,273.0,,,,,,,,,102.913588,14.196794,89.563,17.0,267.2352941176471,285.7647058823529,236.66666666666666,277.6470588235294,1.0,6863.566,Finished,2024,Japanese Grand Prix
11,PER,Red Bull Racing,2.0,89.303,88.752,88.263,88.263,111.365769,18.699098,90.237,13.0,243.23076923076923,268.0,237.0,254.07692307692307,,,,,,,,,109.013761,20.922702,89.832,21.0,254.76470588235293,274.3809523809524,236.72222222222223,260.85714285714283,2.0,12.535,Finished,2024,Japanese Grand Prix
4,NOR,McLaren,3.0,89.536,88.94,88.489,88.489,105.654411,19.381641,91.24,17.0,256.42857142857144,284.1764705882353,241.92857142857142,270.8235294117647,121.412,23.242599,104.977,2.0,273.0,287.5,105.0,248.0,114.4708,20.86189,90.137,10.0,252.4,258.7,227.16666666666666,247.2,5.0,29.7,Finished,2024,Japanese Grand Prix
55,SAI,Ferrari,4.0,89.513,89.099,88.682,88.682,107.20747,18.121399,90.269,17.0,257.47058823529414,273.0,245.28571428571428,270.88235294117646,130.024,24.670955,112.579,2.0,260.0,279.0,74.0,245.0,103.24759,16.269444,90.171,22.0,262.9,281.72727272727275,243.89473684210526,277.8181818181818,3.0,20.866,Finished,2024,Japanese Grand Prix
14,ALO,Aston Martin,5.0,89.254,89.082,88.686,88.686,106.05925,17.405638,90.599,16.0,246.625,262.1875,242.57142857142858,266.75,,,,,,,,,103.7275,16.538066,90.082,20.0,262.5,279.7,256.4117647058824,266.4,6.0,44.272,Finished,2024,Japanese Grand Prix
81,PIA,McLaren,6.0,89.425,89.148,88.76,88.76,106.994166,18.080294,91.165,18.0,256.0625,283.6666666666667,241.46666666666667,265.44444444444446,109.2386,19.903363,94.725,5.0,272.2,278.8,213.75,261.4,103.991933,14.614355,90.226,15.0,261.4,279.46666666666664,238.0,265.8666666666667,8.0,47.525,Finished,2024,Japanese Grand Prix
44,HAM,Mercedes,7.0,89.661,88.887,88.766,88.766,101.048312,13.387944,90.543,16.0,270.53333333333336,288.6875,254.07692307692307,288.3125,120.742,22.12817,95.226,4.0,240.0,273.5,157.5,248.5,102.548666,14.764237,90.037,15.0,267.0833333333333,285.46666666666664,236.1818181818182,274.8666666666667,9.0,48.626,Finished,2024,Japanese Grand Prix
16,LEC,Ferrari,8.0,89.338,89.196,88.786,88.786,107.949266,19.039496,90.558,15.0,247.73333333333332,271.3333333333333,239.66666666666666,264.0,120.645666,18.970146,98.76,3.0,243.0,278.0,170.5,252.0,101.83705,13.569395,90.383,20.0,267.1,287.2,243.2941176470588,272.25,4.0,26.522,Finished,2024,Japanese Grand Prix
63,RUS,Mercedes,9.0,89.799,89.14,89.008,89.008,105.9325,18.866759,90.53,12.0,253.25,281.75,257.6666666666667,273.3333333333333,,,,,,,,,103.825052,18.29973,89.918,19.0,259.6923076923077,282.94736842105266,256.93333333333334,275.0,7.0,45.951,Finished,2024,Japanese Grand Prix
22,TSU,RB,10.0,89.775,89.417,89.413,89.413,114.877062,21.422548,91.23,16.0,235.9375,267.6875,234.5,265.3125,118.2918,15.314999,100.946,5.0,227.4,267.4,212.0,237.0,109.645875,20.034955,90.341,16.0,250.125,281.5625,242.75,271.0,10.0,1.6019999999999999,Lapped,2024,Japanese Grand Prix
3,RIC,RB,11.0,89.727,89.472,,89.472,,,,,,,,,118.337,14.336644,101.913,5.0,242.2,272.4,200.5,231.2,108.128944,19.311913,90.682,18.0,259.4117647058824,277.55555555555554,244.5,261.55555555555554,19.0,,Retired,2024,Japanese Grand Prix
27,HUL,Haas F1 Team,12.0,89.821,89.494,,89.494,106.725769,16.411041,91.958,13.0,254.53846153846155,276.0769230769231,241.9,274.15384615384613,124.285666,20.910296,109.473,3.0,260.6666666666667,289.0,47.0,237.66666666666666,106.376058,17.286525,91.139,17.0,257.1764705882353,280.52941176470586,245.0,274.94117647058823,11.0,7.168,Lapped,2024,Japanese Grand Prix
77,BOT,Kick Sauber,13.0,89.602,89.593,,89.593,110.468769,16.358088,92.054,13.0,256.15384615384613,268.9230769230769,246.7,256.7692307692308,129.935,19.623627,116.059,2.0,236.5,268.5,163.0,221.0,107.577954,16.64499,90.546,22.0,254.77272727272728,274.0,239.0,265.77272727272725,14.0,18.893,Lapped,2024,Japanese Grand Prix
23,ALB,Williams,14.0,89.963,89.714,,89.714,118.663454,21.611661,91.943,11.0,227.7,255.9090909090909,235.0,241.27272727272728,123.821,,123.821,1.0,254.0,299.0,63.0,268.0,111.2085,22.364704,90.533,18.0,243.46666666666667,274.05555555555554,245.78571428571428,271.27777777777777,20.0,,Retired,2024,Japanese Grand Prix
31,OCO,Alpine,15.0,89.811,89.816,,89.811,118.06925,23.734217,91.935,16.0,224.5625,253.5625,237.92857142857142,239.5625,119.113,,119.113,1.0,231.0,271.0,70.0,231.0,115.369733,24.703168,91.022,15.0,234.07142857142858,263.53333333333336,228.76923076923077,256.6666666666667,15.0,41.152,Lapped,2024,Japanese Grand Prix
